Counter(/amcl/parameter_descriptions),Counter(/amcl/parameter_updates),Counter(/amcl_pose),Counter(/clock),Counter(/cmd_vel),Counter(/diagnostics),Counter(/imu),Counter(/joint_states),Counter(/map),Counter(/map_metadata),Counter(/move_base/DWAPlannerROS/cost_cloud),Counter(/move_base/DWAPlannerROS/global_plan),Counter(/move_base/DWAPlannerROS/local_plan),Counter(/move_base/DWAPlannerROS/parameter_descriptions),Counter(/move_base/DWAPlannerROS/parameter_updates),Counter(/move_base/DWAPlannerROS/trajectory_cloud),Counter(/move_base/NavfnROS/plan),Counter(/move_base/current_goal),Counter(/move_base/feedback),Counter(/move_base/global_costmap/costmap),Counter(/move_base/global_costmap/costmap_updates),Counter(/move_base/global_costmap/footprint),Counter(/move_base/global_costmap/inflation_layer/parameter_descriptions),Counter(/move_base/global_costmap/inflation_layer/parameter_updates),Counter(/move_base/global_costmap/obstacle_layer/parameter_descriptions),Counter(/move_base/global_costmap/obstacle_layer/parameter_updates),Counter(/move_base/global_costmap/parameter_descriptions),Counter(/move_base/global_costmap/parameter_updates),Counter(/move_base/global_costmap/static_layer/parameter_descriptions),Counter(/move_base/global_costmap/static_layer/parameter_updates),Counter(/move_base/goal),Counter(/move_base/local_costmap/costmap),Counter(/move_base/local_costmap/costmap_updates),Counter(/move_base/local_costmap/footprint),Counter(/move_base/local_costmap/inflation_layer/parameter_descriptions),Counter(/move_base/local_costmap/inflation_layer/parameter_updates),Counter(/move_base/local_costmap/obstacle_layer/parameter_descriptions),Counter(/move_base/local_costmap/obstacle_layer/parameter_updates),Counter(/move_base/local_costmap/parameter_descriptions),Counter(/move_base/local_costmap/parameter_updates),Counter(/move_base/parameter_descriptions),Counter(/move_base/parameter_updates),Counter(/move_base/result),Counter(/move_base/status),Counter(/odom),Counter(/particlecloud),Counter(/rosout),Counter(/rosout_agg),Counter(/scan),Counter(/statistics),Counter(/tf),Counter(/tf_static)
0,0,1,1001,10,1,887,30,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,5,1,11,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,20,65,0
0,0,1,999,10,1,960,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,13,65,0
0,0,1,1000,10,1,917,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,1,6,6,5,20,65,0
0,0,1,1000,10,1,948,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,17,65,0
0,0,1,1000,10,1,909,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,19,65,0
0,0,1,1000,10,1,953,30,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,19,65,0
0,0,1,1001,10,1,926,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,22,65,0
0,0,1,999,10,1,906,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,15,65,0
0,0,1,996,9,1,820,31,0,0,9,9,9,0,0,9,8,0,9,0,5,9,0,0,0,0,0,0,0,0,0,4,1,9,0,0,0,0,0,0,0,0,0,4,31,1,5,5,5,17,67,0
0,0,1,1002,11,1,982,29,0,0,11,11,11,0,0,11,12,0,11,0,6,11,0,0,0,0,0,0,0,0,0,5,2,11,0,0,0,0,0,0,0,0,0,6,29,1,5,5,5,18,63,0
0,0,1,999,10,1,949,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,6,6,5,22,65,0
0,0,1,1000,10,1,950,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,16,65,0
0,0,1,998,10,1,896,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,20,65,0
0,0,1,1000,10,1,942,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,19,65,0
0,0,1,997,10,0,915,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,20,65,0
0,0,1,1001,10,1,903,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,16,65,0
0,0,1,955,9,1,847,29,0,0,9,9,9,0,0,9,8,0,10,0,6,10,0,0,0,0,0,0,0,0,0,3,2,9,0,0,0,0,0,0,0,0,0,5,29,1,5,5,5,20,63,0
0,0,1,1045,11,1,1041,31,0,0,11,11,11,0,0,11,12,0,10,0,5,10,0,0,0,0,0,0,0,0,0,4,1,11,0,0,0,0,0,0,0,0,0,5,31,1,5,5,5,18,67,0
0,0,1,1001,10,1,925,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,6,6,5,19,65,0
0,0,0,950,10,1,901,29,0,0,10,10,10,0,0,10,8,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,1,9,0,0,0,0,0,0,0,0,0,5,29,0,5,5,5,16,63,0
0,0,1,1049,10,1,948,31,0,0,10,10,10,0,0,10,12,0,10,0,5,10,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,5,31,1,5,5,5,19,67,0
0,0,1,1003,10,1,950,29,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,5,29,1,5,5,5,18,63,0
0,0,1,994,10,1,900,31,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,1,11,0,0,0,0,0,0,0,0,0,5,31,1,5,5,5,22,67,0
0,0,0,1000,10,1,922,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,0,5,5,5,12,65,0
0,0,1,1000,10,1,961,30,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,18,65,0
0,0,1,1003,10,1,881,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,3,2,9,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,17,65,0
0,0,0,998,10,1,949,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,4,2,11,0,0,0,0,0,0,0,0,0,5,30,0,6,6,5,21,65,0
0,0,1,998,10,0,938,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,2,3,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,16,65,0
0,0,1,1012,10,1,958,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,1,9,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,20,65,0
0,0,1,988,10,1,951,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,1,11,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,16,65,0
0,0,0,1000,10,1,910,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,0,5,5,5,20,65,0
0,0,1,1001,10,1,949,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,16,65,0
0,0,1,999,10,1,950,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,19,65,0
0,0,0,1002,10,1,975,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,5,30,0,6,6,5,18,65,0
0,0,1,1000,10,1,954,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,20,65,0
0,0,1,996,10,1,959,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,17,65,0
0,0,1,1003,10,1,928,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,2,3,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,18,65,0
0,0,0,999,10,1,912,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,3,2,10,0,0,0,0,0,0,0,0,0,5,30,0,5,5,5,18,65,0
0,0,1,1000,10,1,978,30,0,0,3,3,3,0,0,3,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,2,3,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,15,65,0
0,0,2,1000,11,1,947,30,0,0,4,4,4,0,0,4,10,1,11,0,6,10,0,0,0,0,0,0,0,0,1,0,6,10,0,0,0,0,0,0,0,0,1,7,30,2,7,7,5,23,65,0
0,0,0,1001,10,1,945,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,3,2,10,0,0,0,0,0,0,0,0,0,5,30,0,5,5,5,13,65,0
0,0,1,1001,10,1,953,30,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,5,30,1,6,6,5,18,65,0
0,0,1,1000,10,1,950,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,3,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,15,65,0
0,0,3,1001,10,1,915,30,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,3,5,5,5,16,65,0
0,0,4,999,10,1,924,30,0,0,10,10,10,0,0,9,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,2,3,10,0,0,0,0,0,0,0,0,0,5,30,4,6,6,5,17,65,0
0,0,1,992,10,1,937,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,16,65,0
0,0,1,999,10,1,952,29,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,3,2,9,0,0,0,0,0,0,0,0,0,5,29,1,5,5,5,15,63,0
0,0,1,1009,10,1,907,31,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,11,0,0,0,0,0,0,0,0,0,5,31,1,5,5,5,16,67,0
0,0,1,999,10,1,938,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,6,6,5,16,65,0
0,0,1,991,10,1,865,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,18,65,0
0,0,0,1000,10,0,973,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,3,2,10,0,0,0,0,0,0,0,0,0,5,30,0,5,5,5,15,65,0
0,0,1,1001,10,1,959,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,16,65,0
0,0,1,999,10,1,933,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,16,65,0
0,0,1,1000,10,1,915,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,14,65,0
0,0,1,1000,10,1,927,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,3,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,20,65,0
0,0,1,1000,10,1,920,30,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,15,65,0
0,0,0,1000,10,0,940,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,0,6,6,5,19,65,0
0,0,1,1000,10,1,946,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,15,65,0
0,0,1,1000,10,1,949,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,15,65,0
0,0,1,1000,10,1,919,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,15,65,0
0,0,0,1000,10,1,934,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,5,30,0,5,5,5,16,65,0
0,0,1,1004,10,1,917,29,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,5,29,1,5,5,5,17,63,0
0,0,1,998,10,1,980,31,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,5,31,1,5,5,5,15,67,0
0,0,1,999,9,1,805,28,0,0,9,9,9,0,0,9,8,0,9,0,6,10,0,0,0,0,0,0,0,0,0,3,2,9,0,0,0,0,0,0,0,0,0,4,28,1,6,6,5,16,61,0
0,0,1,1002,11,1,1015,32,0,0,11,11,11,0,0,11,12,0,11,0,6,10,0,0,0,0,0,0,0,0,0,6,1,11,0,0,0,0,0,0,0,0,0,6,32,1,5,5,5,17,69,0
0,0,1,999,10,1,934,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,14,65,0
0,0,1,998,10,1,963,32,0,0,10,10,10,0,0,10,10,0,10,0,8,10,0,0,0,0,0,0,0,0,0,4,1,9,0,0,0,0,0,0,0,0,0,5,32,1,5,5,5,17,69,0
0,0,1,1000,10,1,948,28,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,5,2,11,0,0,0,0,0,0,0,0,0,5,28,1,5,5,5,15,61,0
0,0,1,1000,10,1,972,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,14,65,0
0,0,1,995,10,1,952,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,18,65,0
0,0,1,1005,10,1,956,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,17,65,0
0,0,1,1000,10,1,929,30,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,6,6,5,16,65,0
0,0,1,1001,10,1,906,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,19,65,0
0,0,1,999,10,0,960,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,15,65,0
0,0,1,1000,10,1,959,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,18,65,0
0,0,1,993,10,1,933,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,12,65,0
0,0,1,1000,10,1,895,30,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,19,65,0
0,0,1,1001,10,1,932,30,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,14,65,0
0,0,1,999,10,1,912,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,6,6,5,19,65,0
0,0,1,1000,10,1,906,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,12,65,0
0,0,1,1000,10,1,964,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,19,65,0
0,0,0,1000,10,1,954,30,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,5,30,0,5,5,5,13,65,0
0,0,1,1000,10,1,944,31,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,5,31,1,5,5,5,20,66,0
0,0,1,998,10,1,923,29,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,5,1,11,0,0,0,0,0,0,0,0,0,5,29,1,5,5,5,12,64,0
0,0,1,1000,10,1,888,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,3,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,17,65,0
0,0,1,1005,10,1,918,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,5,30,1,6,6,5,15,65,0
0,0,1,995,10,1,958,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,19,65,0
0,0,1,1000,10,1,927,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,15,65,0
0,0,1,1001,10,1,889,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,17,65,0
0,0,1,999,10,1,924,30,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,3,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,18,65,0
0,0,1,1000,10,1,968,30,0,0,6,6,6,0,0,6,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,2,3,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,13,65,0
0,0,4,1000,10,1,976,30,0,0,0,0,0,0,0,0,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,5,30,4,5,5,5,16,65,0
0,0,5,1001,10,1,971,30,0,0,0,0,0,0,0,0,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,5,30,5,5,5,5,9,65,0
